config,f1,acc,f1_best,best_thr
xgb_full_spw2,0.4855337545726638,0.9701273497919342,0.7979661016949152,0.972
xgb_full_spw3,0.45514018691588787,0.9662267193187414,0.7434737208492864,0.98
xgb_full_spw4,0.4629335030225899,0.9674046324814383,0.7767057201929704,0.984
