config,f1,acc,f1_best,best_thr
xgb_spw2,0.12735641384830898,0.7894914697845964,0.6767392827122333,0.9999974966049194
xgb_smote_spw2,0.12735641384830898,0.7894914697845964,0.6767392827122333,0.9999974966049194
xgb_spw3,0.1286350749291211,0.7922817722765586,0.6729106623358719,0.9999982118606567
xgb_smote_spw3,0.1286350749291211,0.7922817722765586,0.6729106623358719,0.9999982118606567
xgb_spw4,0.12914230019493178,0.7929576240912207,0.6761074795421619,0.9999988079071045
xgb_smote_spw4,0.12914230019493178,0.7929576240912207,0.6761074795421619,0.9999988079071045
xgb_spw5,0.12809351068117694,0.7911424792175566,0.6694433921766981,0.9999992847442627
xgb_smote_spw5,0.12809351068117694,0.7911424792175566,0.6694433921766981,0.9999992847442627
